study_accession	sample_accession	experiment_accession	run_accession	library_strategy	read_count	experiment_title	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	sra_aspera	sample_alias	sample_title
PRJEB6070	SAMEA2448361	ERX441328	ERR475497	AMPLICON	828967	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475497/ERR475497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475497/ERR475497_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475497/ERR475497_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475497/ERR475497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475497/CCIS10806446ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475497/CCIS10806446ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475497	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475497	CCIS10806446ST	Human stool sample from host FR-194
PRJEB6070	SAMEA2448362	ERX441329	ERR475498	AMPLICON	889879	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475498/ERR475498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475498/ERR475498_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475498/ERR475498_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475498/ERR475498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475498/CCIS40782044ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475498/CCIS40782044ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475498	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475498	CCIS40782044ST	Human stool sample from host FR-196
PRJEB6070	SAMEA2448363	ERX441330	ERR475499	AMPLICON	642104	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475499/ERR475499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475499/ERR475499_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475499/ERR475499_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475499/ERR475499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475499/CCIS54603094ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475499/CCIS54603094ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475499	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475499	CCIS54603094ST	Human stool sample from host FR-198
PRJEB6070	SAMEA2448364	ERX441331	ERR475500	AMPLICON	760950	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475500/ERR475500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475500/ERR475500_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475500/ERR475500_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475500/ERR475500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475500/CCIS45011002ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475500/CCIS45011002ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475500	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475500	CCIS45011002ST	Human stool sample from host FR-200
PRJEB6070	SAMEA2448365	ERX441332	ERR475501	AMPLICON	637951	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475501/ERR475501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475501/ERR475501_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475501/ERR475501_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475501/ERR475501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475501/CCIS15852552ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475501/CCIS15852552ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475501	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475501	CCIS15852552ST	Human stool sample from host FR-208
PRJEB6070	SAMEA2448366	ERX441333	ERR475502	AMPLICON	702839	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475502/ERR475502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475502/ERR475502_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475502/ERR475502_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475502/ERR475502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475502/CCIS34538919ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475502/CCIS34538919ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475502	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475502	CCIS34538919ST	Human stool sample from host FR-211
PRJEB6070	SAMEA2448367	ERX441334	ERR475503	AMPLICON	703194	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475503/ERR475503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475503/ERR475503_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475503/ERR475503_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475503/ERR475503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475503/CCIS53296721ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475503/CCIS53296721ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475503	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475503	CCIS53296721ST	Human stool sample from host FR-212
PRJEB6070	SAMEA2448368	ERX441335	ERR475504	AMPLICON	925929	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475504/ERR475504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475504/ERR475504_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475504/ERR475504_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475504/ERR475504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475504/CCIS59523616ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475504/CCIS59523616ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475504	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475504	CCIS59523616ST	Human stool sample from host FR-213
PRJEB6070	SAMEA2448369	ERX441336	ERR475505	AMPLICON	707319	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475505/ERR475505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475505/ERR475505_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475505/ERR475505_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475505/ERR475505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475505/CCIS57845035ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475505/CCIS57845035ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475505	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475505	CCIS57845035ST	Human stool sample from host FR-214
PRJEB6070	SAMEA2448370	ERX441337	ERR475506	AMPLICON	708115	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475506/ERR475506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475506/ERR475506_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475506/ERR475506_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475506/ERR475506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475506/CCIS32078890ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475506/CCIS32078890ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475506	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475506	CCIS32078890ST	Human stool sample from host FR-215
PRJEB6070	SAMEA2448371	ERX441338	ERR475507	AMPLICON	891454	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475507/ERR475507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475507/ERR475507_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475507/ERR475507_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475507/ERR475507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475507/CCIS70195245ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475507/CCIS70195245ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475507	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475507	CCIS70195245ST	Human stool sample from host FR-218
PRJEB6070	SAMEA2448372	ERX441339	ERR475508	AMPLICON	1034746	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475508/ERR475508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475508/ERR475508_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475508/ERR475508_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475508/ERR475508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475508/CCIS58446431ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475508/CCIS58446431ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475508	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475508	CCIS58446431ST	Human stool sample from host FR-221
PRJEB6070	SAMEA2448373	ERX441340	ERR475509	AMPLICON	836386	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475509/ERR475509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475509/ERR475509_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475509/ERR475509_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475509/ERR475509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475509/CCIS79404923ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475509/CCIS79404923ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475509	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475509	CCIS79404923ST	Human stool sample from host FR-223
PRJEB6070	SAMEA2448374	ERX441341	ERR475510	AMPLICON	695644	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475510/ERR475510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475510/ERR475510_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475510/ERR475510_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475510/ERR475510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475510/CCIS22459501ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475510/CCIS22459501ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475510	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475510	CCIS22459501ST	Human stool sample from host FR-229
PRJEB6070	SAMEA2448375	ERX441342	ERR475511	AMPLICON	744954	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475511/ERR475511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475511/ERR475511_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475511/ERR475511_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475511/ERR475511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475511/CCIS10004562ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475511/CCIS10004562ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475511	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475511	CCIS10004562ST	Human stool sample from host FR-241
PRJEB6070	SAMEA2448376	ERX441343	ERR475512	AMPLICON	359086	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475512/ERR475512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475512/ERR475512_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475512/ERR475512_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475512/ERR475512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475512/CCIS78087373ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475512/CCIS78087373ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475512	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475512	CCIS78087373ST	Human stool sample from host FR-276
PRJEB6070	SAMEA2448377	ERX441344	ERR475513	AMPLICON	692124	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475513/ERR475513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475513/ERR475513_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475513/ERR475513_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475513/ERR475513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475513/CCIS52838149ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475513/CCIS52838149ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475513	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475513	CCIS52838149ST	Human stool sample from host FR-281
PRJEB6070	SAMEA2448378	ERX441345	ERR475514	AMPLICON	405390	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475514/ERR475514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475514/ERR475514_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475514/ERR475514_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475514/ERR475514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475514/CCIS67313812ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475514/CCIS67313812ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475514	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475514	CCIS67313812ST	Human stool sample from host FR-294
PRJEB6070	SAMEA2448379	ERX441346	ERR475515	AMPLICON	308208	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475515/ERR475515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475515/ERR475515_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475515/ERR475515_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475515/ERR475515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475515/CCIS97774924ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475515/CCIS97774924ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475515	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475515	CCIS97774924ST	Human stool sample from host FR-298
PRJEB6070	SAMEA2448380	ERX441347	ERR475516	AMPLICON	279652	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475516/ERR475516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475516/ERR475516_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475516/ERR475516_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475516/ERR475516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475516/CCIS87773825ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475516/CCIS87773825ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475516	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475516	CCIS87773825ST	Human stool sample from host FR-302
PRJEB6070	SAMEA2448381	ERX441348	ERR475517	AMPLICON	238952	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475517/ERR475517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475517/ERR475517_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475517/ERR475517_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475517/ERR475517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475517/CCIS52003751ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475517/CCIS52003751ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475517	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475517	CCIS52003751ST	Human stool sample from host FR-305
PRJEB6070	SAMEA2448382	ERX441349	ERR475518	AMPLICON	327031	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475518/ERR475518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475518/ERR475518_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475518/ERR475518_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475518/ERR475518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475518/CCIS27858710ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475518/CCIS27858710ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475518	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475518	CCIS27858710ST	Human stool sample from host FR-312
PRJEB6070	SAMEA2448383	ERX441350	ERR475519	AMPLICON	590761	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475519/ERR475519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475519/ERR475519_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475519/ERR475519_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475519/ERR475519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475519/CCIS35372648ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475519/CCIS35372648ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475519	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475519	CCIS35372648ST	Human stool sample from host FR-316
PRJEB6070	SAMEA2448384	ERX441351	ERR475520	AMPLICON	305581	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475520/ERR475520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475520/ERR475520_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475520/ERR475520_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475520/ERR475520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475520/CCIS53760738ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475520/CCIS53760738ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475520	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475520	CCIS53760738ST	Human stool sample from host FR-328
PRJEB6070	SAMEA2448385	ERX441352	ERR475521	AMPLICON	632969	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475521/ERR475521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475521/ERR475521_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475521/ERR475521_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475521/ERR475521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475521/CCIS59464264ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475521/CCIS59464264ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475521	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475521	CCIS59464264ST	Human stool sample from host FR-344
PRJEB6070	SAMEA2448386	ERX441353	ERR475522	AMPLICON	302407	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475522/ERR475522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475522/ERR475522_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475522/ERR475522_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475522/ERR475522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475522/CCIS51881535ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475522/CCIS51881535ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475522	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475522	CCIS51881535ST	Human stool sample from host FR-349
PRJEB6070	SAMEA2448387	ERX441354	ERR475523	AMPLICON	313187	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475523/ERR475523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475523/ERR475523_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475523/ERR475523_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475523/ERR475523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475523/CCIS56467912ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475523/CCIS56467912ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475523	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475523	CCIS56467912ST	Human stool sample from host FR-390
PRJEB6070	SAMEA2448388	ERX441355	ERR475524	AMPLICON	411829	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475524/ERR475524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475524/ERR475524_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475524/ERR475524_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475524/ERR475524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475524/CCIS42774874ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475524/CCIS42774874ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475524	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475524	CCIS42774874ST	Human stool sample from host FR-393
PRJEB6070	SAMEA2448389	ERX441356	ERR475525	AMPLICON	346495	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475525/ERR475525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475525/ERR475525_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475525/ERR475525_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475525/ERR475525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475525/CCIS30352914ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475525/CCIS30352914ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475525	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475525	CCIS30352914ST	Human stool sample from host FR-399
PRJEB6070	SAMEA2448390	ERX441357	ERR475526	AMPLICON	381851	Illumina MiSeq paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475526/ERR475526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR475/ERR475526/ERR475526_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475526/ERR475526_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR475/ERR475526/ERR475526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475526/CCIS55777975ST.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR475/ERR475526/CCIS55777975ST.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR475/ERR475526	fasp.sra.ebi.ac.uk:/vol1/err/ERR475/ERR475526	CCIS55777975ST	Human stool sample from host FR-400
